region,year,rainfall
MADHYA MAHARASHTRA,1990,1022.5
MARATWADA ,1990,1198.1
VIDARBHA,1990,1504.8
CHATTISGARH,1990,1633.5
COSTAL ANDHRA PRADESH,1990,1493.2
TELENGANA,1990,1275.4
RAYALSEEMA,1990,765.8
TAMIL NADU & PONDICHERRY,1990,912.1
COASTAL KARNATAKA,1990,4157
NORTH INTERIOR KARNATAKA,1990,726.2
SOUTH INTERIOR KARNATAKA,1990,850.8
KERALA,1990,2693.3
LAKSHADWEEP ,1990,1310.5
ANDAMAN & NICOBAR ISLANDS,1991,2535.6
ASSAM & MEGHALAYA,1991,3186.9
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1991,2853.4
SUB-HIMALAYAN W BENGAL & SIKKIM,1991,3008.2
GANGETIC WEST BENGAL,1991,1598.5
ORISSA,1991,1474.4
JHARKHAND,1991,1251
BIHAR ,1991,1045.8
EAST UTTAR PRADESH,1991,875.3
WEST UTTAR PRADESH,1991,771.1
UTTARANCHAL,1991,1018
"HARYANA, DELHI & CHANDIGARH",1991,385.4
PUNJAB ,1991,475.8
HIMACHAL PRADESH,1991,1104.8
WEST RAJASTHAN ,1991,179.1
EAST  RAJASTHAN ,1991,574
EAST MADHYA PRADESH,1991,1016.8
"GUJARAT REGION, DADRA & NAGAR HAVELI",1991,673.4
SAURASHTRA KUTCH & DIU,1991,218.9
KOKAN & GOA,1991,2903
MADHYA MAHARASHTRA,1991,882.4
MARATWADA ,1991,601
VIDARBHA,1991,838.7
CHATTISGARH,1991,1177.6
COSTAL ANDHRA PRADESH,1991,1196.1
TELENGANA,1991,870.1
RAYALSEEMA,1991,812.3
TAMIL NADU & PONDICHERRY,1991,956.2
COASTAL KARNATAKA,1991,3719.7
NORTH INTERIOR KARNATAKA,1991,727.5
SOUTH INTERIOR KARNATAKA,1991,1220.7
KERALA,1991,3184.5
LAKSHADWEEP ,1991,1583
ANDAMAN & NICOBAR ISLANDS,1992,2098.6
ASSAM & MEGHALAYA,1992,2452.2
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1992,2222.3
SUB-HIMALAYAN W BENGAL & SIKKIM,1992,2430.2
GANGETIC WEST BENGAL,1992,1392.2
ORISSA,1992,1324.9
JHARKHAND,1992,933.1
BIHAR ,1992,798.7
EAST UTTAR PRADESH,1992,863.4
WEST UTTAR PRADESH,1992,820.1
UTTARANCHAL,1992,1107.6
"HARYANA, DELHI & CHANDIGARH",1992,428.6
PUNJAB ,1992,478.1
HIMACHAL PRADESH,1992,1383.1
WEST RAJASTHAN ,1992,425.8
EAST  RAJASTHAN ,1992,721.8
EAST MADHYA PRADESH,1992,1051.1
"GUJARAT REGION, DADRA & NAGAR HAVELI",1992,888.1
SAURASHTRA KUTCH & DIU,1992,603.2
KOKAN & GOA,1992,2828
MADHYA MAHARASHTRA,1992,800.2
MARATWADA ,1992,726.6
VIDARBHA,1992,1148.8
CHATTISGARH,1992,1129.4
COSTAL ANDHRA PRADESH,1992,958.6
TELENGANA,1992,773.1
RAYALSEEMA,1992,561.1
TAMIL NADU & PONDICHERRY,1992,918.8
COASTAL KARNATAKA,1992,3882.1
NORTH INTERIOR KARNATAKA,1992,671.6
SOUTH INTERIOR KARNATAKA,1992,1202.5
KERALA,1992,3239.4
LAKSHADWEEP ,1992,1534.9
ANDAMAN & NICOBAR ISLANDS,1993,2237.4
ASSAM & MEGHALAYA,1993,3160.4
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1993,2886.6
SUB-HIMALAYAN W BENGAL & SIKKIM,1993,2726.6
GANGETIC WEST BENGAL,1993,1763.6
ORISSA,1993,1448.1
JHARKHAND,1993,1204
BIHAR ,1993,1208.4
EAST UTTAR PRADESH,1993,833.8
WEST UTTAR PRADESH,1993,768.8
UTTARANCHAL,1993,1594
"HARYANA, DELHI & CHANDIGARH",1993,528.1
PUNJAB ,1993,582.9
HIMACHAL PRADESH,1993,1128.3
WEST RAJASTHAN ,1993,293.5
EAST  RAJASTHAN ,1993,594.4
EAST MADHYA PRADESH,1993,1118.8
"GUJARAT REGION, DADRA & NAGAR HAVELI",1993,937.4
SAURASHTRA KUTCH & DIU,1993,302.7
KOKAN & GOA,1993,3430.4
MADHYA MAHARASHTRA,1993,1024.3
MARATWADA ,1993,806.4
VIDARBHA,1993,1023
CHATTISGARH,1993,1188.6
COSTAL ANDHRA PRADESH,1993,931.2
TELENGANA,1993,820
RAYALSEEMA,1993,771.9
TAMIL NADU & PONDICHERRY,1993,1082.3
COASTAL KARNATAKA,1993,3481.3
NORTH INTERIOR KARNATAKA,1993,741
SOUTH INTERIOR KARNATAKA,1993,1035.1
KERALA,1993,2717.7
LAKSHADWEEP ,1993,1449.7
ANDAMAN & NICOBAR ISLANDS,1994,3263.1
ASSAM & MEGHALAYA,1994,2310
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1994,1716.3
SUB-HIMALAYAN W BENGAL & SIKKIM,1994,2233.1
GANGETIC WEST BENGAL,1994,1535
ORISSA,1994,1839.4
JHARKHAND,1994,1579.4
BIHAR ,1994,970.1
EAST UTTAR PRADESH,1994,910.3
WEST UTTAR PRADESH,1994,805.9
UTTARANCHAL,1994,1441.8
"HARYANA, DELHI & CHANDIGARH",1994,558.2
PUNJAB ,1994,580.9
HIMACHAL PRADESH,1994,1410.3
WEST RAJASTHAN ,1994,415.4
EAST  RAJASTHAN ,1994,831.1
EAST MADHYA PRADESH,1994,1533.8
"GUJARAT REGION, DADRA & NAGAR HAVELI",1994,1480.3
SAURASHTRA KUTCH & DIU,1994,887.9
KOKAN & GOA,1994,3149.5
MADHYA MAHARASHTRA,1994,1027.1
MARATWADA ,1994,583.6
VIDARBHA,1994,1427.1
CHATTISGARH,1994,1746.2
COSTAL ANDHRA PRADESH,1994,1109.2
TELENGANA,1994,887
RAYALSEEMA,1994,608.6
TAMIL NADU & PONDICHERRY,1994,905.9
COASTAL KARNATAKA,1994,4636.2
NORTH INTERIOR KARNATAKA,1994,647.4
SOUTH INTERIOR KARNATAKA,1994,1157.2
KERALA,1994,3410.8
LAKSHADWEEP ,1994,1547.1
ANDAMAN & NICOBAR ISLANDS,1995,3115.5
ASSAM & MEGHALAYA,1995,3279.4
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1995,2344.6
SUB-HIMALAYAN W BENGAL & SIKKIM,1995,3332
GANGETIC WEST BENGAL,1995,1951.1
ORISSA,1995,1744.3
JHARKHAND,1995,1366.6
BIHAR ,1995,1112
EAST UTTAR PRADESH,1995,860.2
WEST UTTAR PRADESH,1995,829.4
UTTARANCHAL,1995,1616.1
"HARYANA, DELHI & CHANDIGARH",1995,819.3
PUNJAB ,1995,869.2
HIMACHAL PRADESH,1995,1493.7
WEST RAJASTHAN ,1995,367.8
EAST  RAJASTHAN ,1995,755.9
EAST MADHYA PRADESH,1995,1032.3
"GUJARAT REGION, DADRA & NAGAR HAVELI",1995,668.4
SAURASHTRA KUTCH & DIU,1995,369.4
KOKAN & GOA,1995,2737.9
MADHYA MAHARASHTRA,1995,783.5
MARATWADA ,1995,809.5
VIDARBHA,1995,1077.5
CHATTISGARH,1995,1272.7
COSTAL ANDHRA PRADESH,1995,1278.4
TELENGANA,1995,1088.8
RAYALSEEMA,1995,752.6
TAMIL NADU & PONDICHERRY,1995,845
COASTAL KARNATAKA,1995,3357.8
NORTH INTERIOR KARNATAKA,1995,673.9
SOUTH INTERIOR KARNATAKA,1995,880.1
KERALA,1995,2858.8
LAKSHADWEEP ,1995,2030.9
ANDAMAN & NICOBAR ISLANDS,1996,2996.9
ASSAM & MEGHALAYA,1996,2673.2
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1996,2199.9
SUB-HIMALAYAN W BENGAL & SIKKIM,1996,2834.4
GANGETIC WEST BENGAL,1996,1567.6
ORISSA,1996,1094.2
JHARKHAND,1996,1191.6
BIHAR ,1996,1108.2
EAST UTTAR PRADESH,1996,1010.4
WEST UTTAR PRADESH,1996,940.9
UTTARANCHAL,1996,727.6
"HARYANA, DELHI & CHANDIGARH",1996,636.7
PUNJAB ,1996,589.6
HIMACHAL PRADESH,1996,1384.4
WEST RAJASTHAN ,1996,331.3
EAST  RAJASTHAN ,1996,787.6
EAST MADHYA PRADESH,1996,986.7
"GUJARAT REGION, DADRA & NAGAR HAVELI",1996,885.4
SAURASHTRA KUTCH & DIU,1996,377.3
KOKAN & GOA,1996,2870.7
MADHYA MAHARASHTRA,1996,977.7
MARATWADA ,1996,854.9
VIDARBHA,1996,854.9
CHATTISGARH,1996,1167.5
COSTAL ANDHRA PRADESH,1996,1229.4
TELENGANA,1996,912
RAYALSEEMA,1996,1101.3
TAMIL NADU & PONDICHERRY,1996,1070.2
COASTAL KARNATAKA,1996,3188.8
NORTH INTERIOR KARNATAKA,1996,816.3
SOUTH INTERIOR KARNATAKA,1996,1047.1
KERALA,1996,2609.9
LAKSHADWEEP ,1996,1606
ANDAMAN & NICOBAR ISLANDS,1997,2755.1
ASSAM & MEGHALAYA,1997,2588.5
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1997,2220.1
SUB-HIMALAYAN W BENGAL & SIKKIM,1997,2632.1
GANGETIC WEST BENGAL,1997,1660
ORISSA,1997,1496.5
JHARKHAND,1997,1466.2
BIHAR ,1997,1303.7
EAST UTTAR PRADESH,1997,492.9
WEST UTTAR PRADESH,1997,447.6
UTTARANCHAL,1997,454.9
"HARYANA, DELHI & CHANDIGARH",1997,663.3
PUNJAB ,1997,690.1
HIMACHAL PRADESH,1997,1454.5
WEST RAJASTHAN ,1997,439.9
EAST  RAJASTHAN ,1997,823.7
EAST MADHYA PRADESH,1997,1357
"GUJARAT REGION, DADRA & NAGAR HAVELI",1997,1051.9
SAURASHTRA KUTCH & DIU,1997,607
KOKAN & GOA,1997,2984
MADHYA MAHARASHTRA,1997,1005.5
MARATWADA ,1997,790.4
VIDARBHA,1997,1039.3
CHATTISGARH,1997,1307.8
COSTAL ANDHRA PRADESH,1997,1078.1
TELENGANA,1997,803.9
RAYALSEEMA,1997,719.5
TAMIL NADU & PONDICHERRY,1997,950.5
COASTAL KARNATAKA,1997,3953.5
NORTH INTERIOR KARNATAKA,1997,727.9
SOUTH INTERIOR KARNATAKA,1997,1181.1
KERALA,1997,3252.5
LAKSHADWEEP ,1997,1764.7
ANDAMAN & NICOBAR ISLANDS,1998,2846.4
ASSAM & MEGHALAYA,1998,3072.9
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1998,2228.2
SUB-HIMALAYAN W BENGAL & SIKKIM,1998,3498.2
GANGETIC WEST BENGAL,1998,1631.2
ORISSA,1998,1357.2
JHARKHAND,1998,1353.7
BIHAR ,1998,1332.6
EAST UTTAR PRADESH,1998,660.4
WEST UTTAR PRADESH,1998,865.2
UTTARANCHAL,1998,592.3
"HARYANA, DELHI & CHANDIGARH",1998,688.7
PUNJAB ,1998,588.6
HIMACHAL PRADESH,1998,1381.5
WEST RAJASTHAN ,1998,384.1
EAST  RAJASTHAN ,1998,592.3
EAST MADHYA PRADESH,1998,1013.4
"GUJARAT REGION, DADRA & NAGAR HAVELI",1998,1065.6
SAURASHTRA KUTCH & DIU,1998,569.4
KOKAN & GOA,1998,3269.8
MADHYA MAHARASHTRA,1998,1113.1
MARATWADA ,1998,1128.8
VIDARBHA,1998,1062.1
CHATTISGARH,1998,1294.5
COSTAL ANDHRA PRADESH,1998,1179.3
TELENGANA,1998,973.9
RAYALSEEMA,1998,866.5
TAMIL NADU & PONDICHERRY,1998,1079.8
COASTAL KARNATAKA,1998,3708
NORTH INTERIOR KARNATAKA,1998,861.7
SOUTH INTERIOR KARNATAKA,1998,1111.4
KERALA,1998,3151.4
LAKSHADWEEP ,1998,1986.9
ANDAMAN & NICOBAR ISLANDS,1999,2699.7
ASSAM & MEGHALAYA,1999,2913.2
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1999,2236.9
SUB-HIMALAYAN W BENGAL & SIKKIM,1999,3087
GANGETIC WEST BENGAL,1999,1956
ORISSA,1999,1484.4
JHARKHAND,1999,1586.9
BIHAR ,1999,1402.7
EAST UTTAR PRADESH,1999,952.7
WEST UTTAR PRADESH,1999,787.3
UTTARANCHAL,1999,614.3
"HARYANA, DELHI & CHANDIGARH",1999,344.1
PUNJAB ,1999,364.6
HIMACHAL PRADESH,1999,1144.9
WEST RAJASTHAN ,1999,233
EAST  RAJASTHAN ,1999,537.1
EAST MADHYA PRADESH,1999,1443.9
"GUJARAT REGION, DADRA & NAGAR HAVELI",1999,563.8
SAURASHTRA KUTCH & DIU,1999,383.8
KOKAN & GOA,1999,2912.4
MADHYA MAHARASHTRA,1999,967.7
MARATWADA ,1999,769.8
VIDARBHA,1999,1162.4
CHATTISGARH,1999,1303.1
COSTAL ANDHRA PRADESH,1999,748.1
TELENGANA,1999,757.6
RAYALSEEMA,1999,515.3
TAMIL NADU & PONDICHERRY,1999,922.6
COASTAL KARNATAKA,1999,3778.9
NORTH INTERIOR KARNATAKA,1999,661.4
SOUTH INTERIOR KARNATAKA,1999,1147.6
KERALA,1999,2914.7
LAKSHADWEEP ,1999,1857.3
ANDAMAN & NICOBAR ISLANDS,2000,2763.1
ASSAM & MEGHALAYA,2000,2729.3
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2000,2366.9
SUB-HIMALAYAN W BENGAL & SIKKIM,2000,2737
GANGETIC WEST BENGAL,2000,1573
ORISSA,2000,1066
JHARKHAND,2000,1191.5
BIHAR ,2000,1207
EAST UTTAR PRADESH,2000,946.9
WEST UTTAR PRADESH,2000,773
UTTARANCHAL,2000,1413.4
"HARYANA, DELHI & CHANDIGARH",2000,385.7
PUNJAB ,2000,405.3
HIMACHAL PRADESH,2000,1068.1
WEST RAJASTHAN ,2000,189.5
EAST  RAJASTHAN ,2000,469.1
EAST MADHYA PRADESH,2000,874.3
"GUJARAT REGION, DADRA & NAGAR HAVELI",2000,542.7
SAURASHTRA KUTCH & DIU,2000,300.6
KOKAN & GOA,2000,3145.7
MADHYA MAHARASHTRA,2000,710.8
MARATWADA ,2000,683.6
VIDARBHA,2000,1106.1
CHATTISGARH,2000,896.4
COSTAL ANDHRA PRADESH,2000,1019.1
TELENGANA,2000,995.2
RAYALSEEMA,2000,820.4
TAMIL NADU & PONDICHERRY,2000,972.2
COASTAL KARNATAKA,2000,3351.4
NORTH INTERIOR KARNATAKA,2000,716.2
SOUTH INTERIOR KARNATAKA,2000,1209.8
KERALA,2000,2412.5
LAKSHADWEEP ,2000,1372.1
ANDAMAN & NICOBAR ISLANDS,2001,2935.1
ASSAM & MEGHALAYA,2001,2260.1
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2001,1962.9
SUB-HIMALAYAN W BENGAL & SIKKIM,2001,2620
GANGETIC WEST BENGAL,2001,1459.9
ORISSA,2001,1777.5
JHARKHAND,2001,1397.8
BIHAR ,2001,1353.9
EAST UTTAR PRADESH,2001,1025.6
WEST UTTAR PRADESH,2001,696
UTTARANCHAL,2001,1460.6
"HARYANA, DELHI & CHANDIGARH",2001,616.9
PUNJAB ,2001,634.2
HIMACHAL PRADESH,2001,1102.5
WEST RAJASTHAN ,2001,294.1
EAST  RAJASTHAN ,2001,579.7
EAST MADHYA PRADESH,2001,1231.9
"GUJARAT REGION, DADRA & NAGAR HAVELI",2001,1007.6
SAURASHTRA KUTCH & DIU,2001,532.4
KOKAN & GOA,2001,2373.8
MADHYA MAHARASHTRA,2001,866.6
MARATWADA ,2001,849.1
VIDARBHA,2001,1107.5
CHATTISGARH,2001,1476.2
COSTAL ANDHRA PRADESH,2001,1051.5
TELENGANA,2001,896
RAYALSEEMA,2001,860.4
TAMIL NADU & PONDICHERRY,2001,785.4
COASTAL KARNATAKA,2001,3529.3
NORTH INTERIOR KARNATAKA,2001,586.5
SOUTH INTERIOR KARNATAKA,2001,948.1
KERALA,2001,2910.6
LAKSHADWEEP ,2001,1383.7
ANDAMAN & NICOBAR ISLANDS,2002,2310.7
ASSAM & MEGHALAYA,2002,2530.4
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2002,1960.8
SUB-HIMALAYAN W BENGAL & SIKKIM,2002,2820.1
GANGETIC WEST BENGAL,2002,1597.5
ORISSA,2002,1166.6
JHARKHAND,2002,1315.5
BIHAR ,2002,1193.3
EAST UTTAR PRADESH,2002,796
WEST UTTAR PRADESH,2002,729.1
UTTARANCHAL,2002,1588.5
"HARYANA, DELHI & CHANDIGARH",2002,471.8
PUNJAB ,2002,446.1
HIMACHAL PRADESH,2002,1075.5
WEST RAJASTHAN ,2002,118.9
EAST  RAJASTHAN ,2002,303.3
EAST MADHYA PRADESH,2002,1097.3
"GUJARAT REGION, DADRA & NAGAR HAVELI",2002,705.4
SAURASHTRA KUTCH & DIU,2002,402.7
KOKAN & GOA,2002,2324.2
MADHYA MAHARASHTRA,2002,711.7
MARATWADA ,2002,704.8
VIDARBHA,2002,1045.4
CHATTISGARH,2002,1049
COSTAL ANDHRA PRADESH,2002,757.3
TELENGANA,2002,767.7
RAYALSEEMA,2002,504.4
TAMIL NADU & PONDICHERRY,2002,723.4
COASTAL KARNATAKA,2002,2920.4
NORTH INTERIOR KARNATAKA,2002,556.3
SOUTH INTERIOR KARNATAKA,2002,869.1
KERALA,2002,2457.3
LAKSHADWEEP ,2002,1034.4
ANDAMAN & NICOBAR ISLANDS,2003,2446.9
ASSAM & MEGHALAYA,2003,2835.1
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2003,2029
SUB-HIMALAYAN W BENGAL & SIKKIM,2003,3288.5
GANGETIC WEST BENGAL,2003,1457.8
ORISSA,2003,1750.6
JHARKHAND,2003,1299
BIHAR ,2003,1454.8
EAST UTTAR PRADESH,2003,1177.1
WEST UTTAR PRADESH,2003,1129.5
UTTARANCHAL,2003,1903.7
"HARYANA, DELHI & CHANDIGARH",2003,720.7
PUNJAB ,2003,645.1
HIMACHAL PRADESH,2003,1268.9
WEST RAJASTHAN ,2003,386.7
EAST  RAJASTHAN ,2003,629.7
EAST MADHYA PRADESH,2003,1532.5
"GUJARAT REGION, DADRA & NAGAR HAVELI",2003,1259.4
SAURASHTRA KUTCH & DIU,2003,733.1
KOKAN & GOA,2003,2828.5
MADHYA MAHARASHTRA,2003,740.3
MARATWADA ,2003,645.2
VIDARBHA,2003,1032.9
CHATTISGARH,2003,1702.7
COSTAL ANDHRA PRADESH,2003,1118.6
TELENGANA,2003,1006.7
RAYALSEEMA,2003,654
TAMIL NADU & PONDICHERRY,2003,925
COASTAL KARNATAKA,2003,3086.5
NORTH INTERIOR KARNATAKA,2003,473.6
SOUTH INTERIOR KARNATAKA,2003,817.9
KERALA,2003,2275.8
LAKSHADWEEP ,2003,1533.2
ANDAMAN & NICOBAR ISLANDS,2004,2508.1
ASSAM & MEGHALAYA,2004,2890.9
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2004,1999.3
SUB-HIMALAYAN W BENGAL & SIKKIM,2004,2768.3
GANGETIC WEST BENGAL,2004,1488.1
ORISSA,2004,1337.6
JHARKHAND,2004,1153.5
BIHAR ,2004,1077
EAST UTTAR PRADESH,2004,902.4
WEST UTTAR PRADESH,2004,647.2
UTTARANCHAL,2004,1584.4
"HARYANA, DELHI & CHANDIGARH",2004,524
PUNJAB ,2004,445.1
HIMACHAL PRADESH,2004,766.4
WEST RAJASTHAN ,2004,190.3
EAST  RAJASTHAN ,2004,627.5
EAST MADHYA PRADESH,2004,946.8
"GUJARAT REGION, DADRA & NAGAR HAVELI",2004,1004.2
SAURASHTRA KUTCH & DIU,2004,498.3
KOKAN & GOA,2004,2911.7
MADHYA MAHARASHTRA,2004,883.4
MARATWADA ,2004,676.5
VIDARBHA,2004,796.3
CHATTISGARH,2004,1174.3
COSTAL ANDHRA PRADESH,2004,933.7
TELENGANA,2004,761.7
RAYALSEEMA,2004,655.9
TAMIL NADU & PONDICHERRY,2004,1104.6
COASTAL KARNATAKA,2004,3061.6
NORTH INTERIOR KARNATAKA,2004,644.5
SOUTH INTERIOR KARNATAKA,2004,1028.3
KERALA,2004,2911.3
LAKSHADWEEP ,2004,2096.8
ANDAMAN & NICOBAR ISLANDS,2005,2762.6
ASSAM & MEGHALAYA,2005,2314.8
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2005,1612.4
SUB-HIMALAYAN W BENGAL & SIKKIM,2005,2670.8
GANGETIC WEST BENGAL,2005,1585.4
ORISSA,2005,1549.7
JHARKHAND,2005,859.4
BIHAR ,2005,913.7
EAST UTTAR PRADESH,2005,828.3
WEST UTTAR PRADESH,2005,752.6
UTTARANCHAL,2005,1469.3
"HARYANA, DELHI & CHANDIGARH",2005,586.9
PUNJAB ,2005,603.5
HIMACHAL PRADESH,2005,996.4
WEST RAJASTHAN ,2005,260.3
EAST  RAJASTHAN ,2005,617.4
EAST MADHYA PRADESH,2005,1408.4
"GUJARAT REGION, DADRA & NAGAR HAVELI",2005,1385.4
SAURASHTRA KUTCH & DIU,2005,638.6
KOKAN & GOA,2005,3557.5
MADHYA MAHARASHTRA,2005,1101.6
MARATWADA ,2005,864.3
VIDARBHA,2005,1257.7
CHATTISGARH,2005,1305.1
COSTAL ANDHRA PRADESH,2005,1238.9
TELENGANA,2005,1230.8
RAYALSEEMA,2005,999.2
TAMIL NADU & PONDICHERRY,2005,1314
COASTAL KARNATAKA,2005,3274.8
NORTH INTERIOR KARNATAKA,2005,856.1
SOUTH INTERIOR KARNATAKA,2005,1357
KERALA,2005,3151
LAKSHADWEEP ,2005,1579
ANDAMAN & NICOBAR ISLANDS,2006,2447.9
ASSAM & MEGHALAYA,2006,1777.4
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2006,1561.6
SUB-HIMALAYAN W BENGAL & SIKKIM,2006,2304.5
GANGETIC WEST BENGAL,2006,1587.3
ORISSA,2006,1810
JHARKHAND,2006,1356
BIHAR ,2006,1000.5
EAST UTTAR PRADESH,2006,771.5
WEST UTTAR PRADESH,2006,510.4
UTTARANCHAL,2006,1264.8
"HARYANA, DELHI & CHANDIGARH",2006,377.1
PUNJAB ,2006,544.6
HIMACHAL PRADESH,2006,895.8
WEST RAJASTHAN ,2006,362.4
EAST  RAJASTHAN ,2006,711.6
EAST MADHYA PRADESH,2006,1007.6
"GUJARAT REGION, DADRA & NAGAR HAVELI",2006,1458
SAURASHTRA KUTCH & DIU,2006,702.9
KOKAN & GOA,2006,3378.9
MADHYA MAHARASHTRA,2006,1180.8
MARATWADA ,2006,819.3
VIDARBHA,2006,1276.5
CHATTISGARH,2006,1231.5
COSTAL ANDHRA PRADESH,2006,1034.9
TELENGANA,2006,1044.6
RAYALSEEMA,2006,608.9
TAMIL NADU & PONDICHERRY,2006,911.9
COASTAL KARNATAKA,2006,3865.9
NORTH INTERIOR KARNATAKA,2006,628
SOUTH INTERIOR KARNATAKA,2006,951
KERALA,2006,3297.7
LAKSHADWEEP ,2006,1695.4
ANDAMAN & NICOBAR ISLANDS,2007,2656.7
ASSAM & MEGHALAYA,2007,2414.6
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2007,2146
SUB-HIMALAYAN W BENGAL & SIKKIM,2007,2641.3
GANGETIC WEST BENGAL,2007,1953.2
ORISSA,2007,1664.9
JHARKHAND,2007,1441.5
BIHAR ,2007,1466.2
EAST UTTAR PRADESH,2007,863.2
WEST UTTAR PRADESH,2007,586.1
UTTARANCHAL,2007,1894.4
"HARYANA, DELHI & CHANDIGARH",2007,479.9
PUNJAB ,2007,494.3
HIMACHAL PRADESH,2007,862.5
WEST RAJASTHAN ,2007,282.2
EAST  RAJASTHAN ,2007,553.5
EAST MADHYA PRADESH,2007,864.1
"GUJARAT REGION, DADRA & NAGAR HAVELI",2007,1158.8
SAURASHTRA KUTCH & DIU,2007,892.1
KOKAN & GOA,2007,3401.1
MADHYA MAHARASHTRA,2007,921.5
MARATWADA ,2007,625.6
VIDARBHA,2007,1135.8
CHATTISGARH,2007,1244.1
COSTAL ANDHRA PRADESH,2007,1093.9
TELENGANA,2007,902.6
RAYALSEEMA,2007,934.1
TAMIL NADU & PONDICHERRY,2007,968.8
COASTAL KARNATAKA,2007,3904.7
NORTH INTERIOR KARNATAKA,2007,788.5
SOUTH INTERIOR KARNATAKA,2007,1229.5
KERALA,2007,3619.5
LAKSHADWEEP ,2007,2037.9
ANDAMAN & NICOBAR ISLANDS,2008,3335.2
ASSAM & MEGHALAYA,2008,2271.2
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2008,1481.7
SUB-HIMALAYAN W BENGAL & SIKKIM,2008,2618.8
GANGETIC WEST BENGAL,2008,1580.6
ORISSA,2008,1600.4
JHARKHAND,2008,1200.6
BIHAR ,2008,1306.7
EAST UTTAR PRADESH,2008,1121.9
WEST UTTAR PRADESH,2008,840.4
UTTARANCHAL,2008,1298.5
"HARYANA, DELHI & CHANDIGARH",2008,633
PUNJAB ,2008,708.7
HIMACHAL PRADESH,2008,1048.9
WEST RAJASTHAN ,2008,309.7
EAST  RAJASTHAN ,2008,627.1
EAST MADHYA PRADESH,2008,989.8
"GUJARAT REGION, DADRA & NAGAR HAVELI",2008,932.5
SAURASHTRA KUTCH & DIU,2008,572.4
KOKAN & GOA,2008,3051.6
MADHYA MAHARASHTRA,2008,858.8
MARATWADA ,2008,651.1
VIDARBHA,2008,855.7
CHATTISGARH,2008,1144
COSTAL ANDHRA PRADESH,2008,1057.1
TELENGANA,2008,998
RAYALSEEMA,2008,795.1
TAMIL NADU & PONDICHERRY,2008,1195.7
COASTAL KARNATAKA,2008,3050.8
NORTH INTERIOR KARNATAKA,2008,700.5
SOUTH INTERIOR KARNATAKA,2008,1105.7
KERALA,2008,2534.2
LAKSHADWEEP ,2008,1726.4
ANDAMAN & NICOBAR ISLANDS,2009,2614.5
ASSAM & MEGHALAYA,2009,1863
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2009,1446.5
SUB-HIMALAYAN W BENGAL & SIKKIM,2009,2275.1
GANGETIC WEST BENGAL,2009,1322.5
ORISSA,2009,1397.8
JHARKHAND,2009,1061.1
BIHAR ,2009,993.7
EAST UTTAR PRADESH,2009,711.1
WEST UTTAR PRADESH,2009,552.4
UTTARANCHAL,2009,1076
"HARYANA, DELHI & CHANDIGARH",2009,350.4
PUNJAB ,2009,403.8
HIMACHAL PRADESH,2009,805.7
WEST RAJASTHAN ,2009,166.6
EAST  RAJASTHAN ,2009,460.6
EAST MADHYA PRADESH,2009,910.5
"GUJARAT REGION, DADRA & NAGAR HAVELI",2009,649.4
SAURASHTRA KUTCH & DIU,2009,616.9
KOKAN & GOA,2009,2738.3
MADHYA MAHARASHTRA,2009,918.1
MARATWADA ,2009,687.5
VIDARBHA,2009,804.2
CHATTISGARH,2009,859.7
COSTAL ANDHRA PRADESH,2009,745
TELENGANA,2009,665.8
RAYALSEEMA,2009,672.8
TAMIL NADU & PONDICHERRY,2009,934.4
COASTAL KARNATAKA,2009,3798.2
NORTH INTERIOR KARNATAKA,2009,977.1
SOUTH INTERIOR KARNATAKA,2009,1177.2
KERALA,2009,2815.9
LAKSHADWEEP ,2009,1572.5
ANDAMAN & NICOBAR ISLANDS,2010,3147.2
ASSAM & MEGHALAYA,2010,2498.7
"NAGALAND, MANIPUR, MIZORAM,TRIPURA",2010,2027.2
SUB-HIMALAYAN W BENGAL & SIKKIM,2010,2849.3
GANGETIC WEST BENGAL,2010,1084.4
ORISSA,2010,1332.3
JHARKHAND,2010,803.7
BIHAR ,2010,941.9
EAST UTTAR PRADESH,2010,758.5
WEST UTTAR PRADESH,2010,818.7
UTTARANCHAL,2010,1864.3
"HARYANA, DELHI & CHANDIGARH",2010,598.1
PUNJAB ,2010,501.1
HIMACHAL PRADESH,2010,1227.9
WEST RAJASTHAN ,2010,473.2
